CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL406644	429960	CHEMBL406644	429960		99	392.28	3.97	83.56	0	Brc1cc2c(NC(=O)C3CCCC3)n[nH]c2nc1c4nccs4	2154894	IC50	=	16	nM	7.8	IC50	=	16	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL406701	429912	CHEMBL406701	429912		103	266.3	2.97	70.67	0	CCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3	2154890	IC50	=	43	nM	7.37	IC50	=	43	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407981	429228	CHEMBL407981	429228		92	487.4	3.45	97.38	0	CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(c(Br)cc23)c4ccc(O)cc4)CC1	2154901	IC50	=	4	nM	8.4	IC50	=	4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL408564	429962	CHEMBL408564	429962		97	347.17	3.33	83.81	0	Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4occc4	2154896	IC50	=	7	nM	8.15	IC50	=	7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL345212	263636	CHEMBL345212	263636		14	377.18	3.17	95.5	0	OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)ccc1Cl	2154978	IC50	=	74	nM	7.13	IC50	=	74	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL350702	262795	CHEMBL350702	262795		13	342.74	2.52	95.5	0	OC(=O)c1cccc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)c1	2154979	IC50	=	136	nM	6.87	IC50	=	136	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL352222	262891	CHEMBL352222	262891		44	394.17	3.09	121.57	0	Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])cc1Cl	2154948	IC50	=	20	nM	7.7	IC50	=	20	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL288448	60349	CHEMBL288448	60349		102	252.28	2.58	70.67	0	CC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3	2154891	IC50	=	291	nM	6.54	IC50	=	291	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261596	429874	CHEMBL261596	429874		105	280.33	3.22	70.67	0	CC(C)C(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3	2154888	IC50	=	19	nM	7.72	IC50	=	19	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261660	429563	CHEMBL261660	429563		138	295.32	3.72	57.78	0	Fc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2	2154855	IC50	=	828	nM	6.08	IC50	=	828	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261661	429564	CHEMBL261661	429564		77	281.32	2.76	83.56	0	CCCC(=O)Nc1n[nH]c2cnc(nc12)c3ccccc3	2154915	IC50	=	2697	nM	5.57	IC50	=	2697	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL263907	429830	CHEMBL263907	429830		111	298.32	3.5	70.67	0	CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccc(F)c3	2154882	IC50	=	20	nM	7.7	IC50	=	20	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL264162	429833	CHEMBL264162	429833		108	330.2				CCCC(=O)Nc1n[nH]c2ncc(cc12)B3OC(C)(C)C(C)(C)O3	2154885	IC50	=	356	nM	6.45	IC50	=	356	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL155680	262789	CHEMBL155680	262789		42	325.28	1.78	121.57	0	Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])cc1	2154950	IC50	=	123	nM	6.91	IC50	=	123	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL158719	263040	CHEMBL158719	263040		70	335.32	2.03	92.55	0	[O-][N+](=O)c1ccccc1C2=C(N3CCc4ccccc34)C(=O)NC2=O	2154922	IC50	=	131	nM	6.88	IC50	=	131	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL158885	262901	CHEMBL158885	262901		25	394.17	3.09	121.57	0	Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccccc3[N+](=O)[O-])cc1Cl	2154967	IC50	=	52	nM	7.28	IC50	=	52	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL159149	262400	CHEMBL159149	262400		45	353.29	1.77	138.64	0	OC(=O)c1cccc(NC2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])c1	2154947	IC50	=	79	nM	7.1	IC50	=	79	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL160251	263637	CHEMBL160251	263637		6	342.74	2.52	95.5	0	OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccccc3)ccc1Cl	2154986	IC50	=	143	nM	6.84	IC50	=	143	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL427909	429266	CHEMBL427909	429266		91	370.41	4.35	90.9	0	Oc1ccc(cc1)c2nc3[nH]nc(NC(=O)C4CC4)c3cc2c5ccccc5	2154902	IC50	=	24	nM	7.62	IC50	=	24	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407374	429834	CHEMBL407374	429834		109	204.23	1.7	70.67	0	CCCC(=O)Nc1n[nH]c2ncccc12	2154884	IC50	=	2343	nM	5.63	IC50	=	2343	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407730	429612	CHEMBL407730	429612		132	408.51	2.69	97.38	0	CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(ccc23)c4cccc(O)c4)CC1	2154861	IC50	=	21	nM	7.68	IC50	=	21	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407958	429655	CHEMBL407958	429655		126	354.41	4.64	70.67	0	O=C(Nc1n[nH]c2nc(c3ccccc3)c(cc12)c4ccccc4)C5CC5	2154867	IC50	=	415	nM	6.38	IC50	=	415	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL408809	429871	CHEMBL408809	429871		107	281.32	2.77	82.7	0	CCNC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3	2154886	IC50	=	2810	nM	5.55	IC50	=	2810	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL345348	262859	CHEMBL345348	262859		43	359.73	2.43	121.57	0	Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])cc1Cl	2154949	IC50	=	59	nM	7.23	IC50	=	59	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL347647	262472	CHEMBL347647	262472		8	298.73	2.82	58.2	0	Clc1ccccc1C2=C(Nc3ccccc3)C(=O)NC2=O	2154984	IC50	=	216	nM	6.67	IC50	=	216	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL349810	263417	CHEMBL349810	263417		37	372.76	2.53	104.73	0	COc1cccc(c1)C2=C(Nc3ccc(Cl)c(c3)C(=O)O)C(=O)NC2=O	2154955	IC50	=	85	nM	7.07	IC50	=	85	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL351356	263352	CHEMBL351356	263352		2	298.73	2.82	58.2	0	Clc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3)c1	2154990	IC50	=	301	nM	6.52	IC50	=	301	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL317657	169198	CHEMBL317657	169198		101	466.34	4.44	87.05	0	Brc1cc2c(NC(=O)C3CCN(Cc4ccccc4)C3)n[nH]c2nc1c5occc5	2154892	IC50	=	14	nM	7.85	IC50	=	14	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261518	429417	CHEMBL261518	429417		82	366.43	2.07	96.03	0	O=C(CCCN1CCOCC1)Nc2n[nH]c3nnc(cc23)c4ccccc4	2154910	IC50	=	5	nM	8.3	IC50	=	5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261883	429656	CHEMBL261883	429656		127	312.76	3.63	70.67	0	Clc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4ccccc4	2154866	IC50	=	234	nM	6.63	IC50	=	234	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260243	429510	CHEMBL260243	429510		140	267.29	3.17	70.92	0	O=C(Nc1n[nH]c2cc(ccc12)c3cocc3)C4CC4	2154853	IC50	=	35	nM	7.46	IC50	=	35	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL155931	263181	CHEMBL155931	263181		23	325.28	1.78	121.57	0	Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3[N+](=O)[O-])c1	2154969	IC50	=	251	nM	6.6	IC50	=	251	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156277	262665	CHEMBL156277	262665		17	328.76	2.83	67.43	0	COc1ccccc1C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O	2154975	IC50	=	114	nM	6.94	IC50	=	114	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156684	262948	CHEMBL156684	262948		52	349.17	3.18	78.43	0	Oc1ccc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)cc1Cl	2154940	IC50	=	173	nM	6.76	IC50	=	173	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL160876	263385	CHEMBL160876	263385		55	377.18	3.17	95.5	0	OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)ccc1Cl	2154937	IC50	=	109	nM	6.96	IC50	=	109	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL435045	263076	CHEMBL435045	263076		67	312.76	2.84	49.41	0	CN(C1=C(C(=O)NC1=O)c2ccc(Cl)cc2)c3ccccc3	2154925	IC50	=	2285	nM	5.64	IC50	=	2285	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL405021	429565	CHEMBL405021	429565		134	277.33	3.58	57.78	0	O=C(Nc1n[nH]c2cc(ccc12)c3ccccc3)C4CC4	2154859	IC50	=	498	nM	6.3	IC50	=	498	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL406620	429738	CHEMBL406620	429738		121	308.34	2.98	79.9	0	COc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2154872	IC50	=	125	nM	6.9	IC50	=	125	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407002	429787	CHEMBL407002	429787		114	281.32	2.76	83.56	0	CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccnc3	2154879	IC50	=	11	nM	7.96	IC50	=	11	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL407373	429831	CHEMBL407373	429831		110	298.32	3.5	70.67	0	CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3F	2154883	IC50	=	18	nM	7.75	IC50	=	18	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL408019	429224	CHEMBL408019	429224		93	294.31	2.68	90.9	0	Oc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2154900	IC50	=	12	nM	7.92	IC50	=	12	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL408979	429698	CHEMBL408979	429698		123	308.34	2.98	79.9	0	COc1ccccc1c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2154870	IC50	=	1593	nM	5.8	IC50	=	1593	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL345364	262473	CHEMBL345364	262473		30	342.74	2.52	95.5	0	OC(=O)c1cccc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)c1	2154962	IC50	=	134	nM	6.87	IC50	=	134	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
